num_trans_per_hour,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,no_of_transaction_in_hour,type_of_transaction
5,TRANSFER,8109,C66336,18598,10489,D84055,17111,25220,1,,
18,TRANSFER,19635,C34396,4749,35,D53011,18487,38122,0,,
11,TRANSFER,6893,C96053,16104,9211,D59835,9940,16833,0,,
6,TRANSFER,19389,C21286,10499,429,D76300,5268,24657,0,,
18,CASH_OUT,18296,C40870,8047,1180,D44499,3889,22185,0,,
19,TRANSFER,17406,C38443,10762,5636,D98977,6639,24045,0,,
19,CASH_OUT,17927,C79642,5091,3793,D58508,15646,33573,1,,
18,CASH_OUT,16212,C24740,7905,3611,D72947,6197,22409,0,,
9,CASH_OUT,19486,C19002,18128,10603,D11386,17570,37056,1,,
14,TRANSFER,7575,C69228,7691,116,D49452,10397,17972,1,,
7,CASH_OUT,17578,C23262,6614,1323,D29213,8693,26271,0,,
13,CASH_OUT,14360,C24995,1014,320,D82318,13582,27942,1,,
18,TRANSFER,10869,C47998,16765,5896,D54133,19498,30367,1,,
18,TRANSFER,19814,C59278,17643,10524,D23846,6669,26483,0,,
12,CASH_OUT,15233,C33057,16004,771,D80903,5667,20900,0,,
3,TRANSFER,4984,C65587,2341,1759,D10969,12640,17624,0,,
4,TRANSFER,9775,C30330,5232,897,D23452,17428,27203,0,,
10,CASH_OUT,19451,C50923,9785,6256,D92659,1975,21426,1,,
15,CASH_OUT,8983,C24271,3242,2952,D99431,16502,25485,1,,
11,TRANSFER,4356,C77334,3857,1494,D77186,11655,16011,1,,
20,CASH_OUT,12492,C26355,11572,5038,D76141,8352,20844,0,,
17,TRANSFER,17318,C83231,16407,15423,D64806,2432,19750,0,,
10,CASH_OUT,7598,C92324,19993,12395,D35923,10707,18305,0,,
12,TRANSFER,10412,C75311,14705,4293,D22264,12989,23401,0,,
6,TRANSFER,2752,C61380,3438,686,D12909,16671,19423,0,,
18,TRANSFER,6918,C28469,8389,1471,D58462,2096,9014,0,,
20,CASH_OUT,8224,C94133,13839,5615,D14428,12984,21208,0,,
8,TRANSFER,6549,C47348,12693,6144,D36040,4857,11406,0,,
2,CASH_OUT,18488,C59024,13235,247,D28142,1484,19972,1,,
4,CASH_OUT,15061,C99524,1788,547,D63532,14901,29962,1,,
8,TRANSFER,12203,C93652,6310,4171,D37159,17944,30147,1,,
3,TRANSFER,8237,C86668,12257,4020,D61582,6747,14984,0,,
5,TRANSFER,7306,C66993,17292,9986,D98089,15130,22436,1,,
20,CASH_OUT,15503,C38783,4713,1225,D38692,7740,23243,0,,
13,TRANSFER,2355,C51811,7803,5448,D59071,17959,20314,0,,
10,CASH_OUT,3779,C10278,11655,7876,D54239,12362,16141,0,,
6,CASH_OUT,14626,C67614,7268,5847,D29802,14876,29502,0,,
10,CASH_OUT,2826,C48650,9335,6509,D80894,4405,7231,1,,
11,TRANSFER,19026,C79609,10170,2803,D84854,14512,33538,0,,
12,TRANSFER,1370,C63847,2639,1269,D46634,10452,11822,1,,
8,TRANSFER,3694,C12075,19482,15788,D69517,15843,19537,0,,
18,CASH_OUT,4563,C85673,18461,13898,D32261,19131,23694,0,,
6,TRANSFER,15057,C79996,2071,165,D51292,9151,24208,0,,
5,TRANSFER,18918,C89135,5807,1553,D74121,11978,30896,0,,
13,CASH_OUT,3783,C84153,1134,929,D89551,17187,20970,1,,
7,TRANSFER,6032,C65895,17454,11422,D32342,9823,15855,0,,
8,CASH_OUT,1184,C12186,15249,14065,D45207,14592,15776,0,,
3,TRANSFER,16619,C81428,5317,5254,D27698,2343,18962,0,,
5,CASH_OUT,11775,C80397,4831,4411,D32424,2082,13857,0,,
1,CASH_OUT,11836,C70811,6640,5359,D12153,9790,21626,0,,
14,TRANSFER,6013,C61270,18650,12637,D17456,19412,25425,1,,
15,TRANSFER,15410,C39513,2857,1210,D97607,7843,23253,0,,
5,TRANSFER,8251,C91905,6169,5911,D96693,8953,17204,0,,
2,CASH_OUT,16815,C62224,18958,2143,D42345,17401,34216,0,,
15,TRANSFER,4229,C11448,17713,13484,D31816,1979,6208,1,,
12,CASH_OUT,10321,C71833,4648,1883,D15163,10977,21298,0,,
3,CASH_OUT,1643,C41043,19723,18080,D17765,8146,9789,0,,
3,CASH_OUT,1866,C93637,19571,17705,D82917,11716,13582,0,,
4,CASH_OUT,12220,C72853,11958,2668,D54179,7820,20040,0,,
14,CASH_OUT,8519,C52193,16823,8304,D76046,1291,9810,0,,
14,CASH_OUT,3299,C15956,1092,172,D29558,16448,19747,0,,
7,TRANSFER,8510,C41476,3747,1146,D70396,15283,23793,0,,
3,TRANSFER,18088,C56852,12272,9531,D76368,19001,37089,0,,
4,CASH_OUT,12949,C11757,19971,7022,D44075,3138,16087,0,,
11,CASH_OUT,18613,C13209,10302,7926,D44019,13349,31962,1,,
5,CASH_OUT,7183,C34430,6545,5937,D51174,7214,14397,0,,
20,CASH_OUT,11680,C34026,2069,649,D94126,17122,28802,1,,
19,CASH_OUT,6502,C86117,1654,943,D62079,5310,11812,0,,
8,TRANSFER,19200,C38716,3144,395,D50819,1389,20589,1,,
4,TRANSFER,19345,C42950,6232,523,D70508,14369,33714,0,,
11,CASH_OUT,5302,C26534,17267,11965,D98092,10505,15807,1,,
5,TRANSFER,19205,C11085,7763,5486,D69515,17117,36322,1,,
20,TRANSFER,10560,C98914,2515,5,D16803,9987,20547,0,,
5,TRANSFER,16665,C10407,17282,617,D26925,15226,31891,0,,
3,TRANSFER,14116,C86961,6781,283,D72656,5048,19164,0,,
7,TRANSFER,10541,C27787,16339,5798,D60704,5975,16516,0,,
18,TRANSFER,9356,C79956,9782,426,D66005,7994,17350,0,,
9,CASH_OUT,19115,C35668,11219,2494,D50325,16748,35863,1,,
10,CASH_OUT,13731,C30439,16560,2829,D12193,6166,19897,0,,
5,CASH_OUT,18766,C81496,1197,465,D50135,18022,36788,1,,
13,TRANSFER,10067,C80773,11000,933,D67708,17664,27731,1,,
19,TRANSFER,12905,C56331,13160,255,D14180,13808,26713,0,,
20,TRANSFER,17758,C69687,8929,7582,D57124,17158,34916,0,,
1,CASH_OUT,9738,C59075,12194,2456,D10509,19745,29483,0,,
1,CASH_OUT,10934,C61601,16466,5532,D58849,1986,12920,1,,
19,TRANSFER,18379,C30152,9786,7617,D48803,7795,26174,0,,
1,CASH_OUT,18801,C37442,3970,2772,D45757,18732,37533,0,,
13,CASH_OUT,10881,C64606,4233,1096,D33762,13188,24069,1,,
5,CASH_OUT,10917,C40944,3168,323,D68724,19152,30069,0,,
12,TRANSFER,16937,C33154,14948,2590,D97787,7691,24628,0,,
20,TRANSFER,11718,C29363,9990,1953,D35768,16402,28120,1,,
19,CASH_OUT,12456,C43950,17182,4726,D98779,9367,21823,0,,
16,TRANSFER,6701,C56985,2733,821,D32823,11444,18145,0,,
20,CASH_OUT,2866,C15864,6157,3291,D79042,8168,11034,0,,
15,CASH_OUT,17420,C91661,4365,3611,D64248,3001,20421,0,,
18,CASH_OUT,14339,C61701,9677,5138,D45834,2850,17189,0,,
6,CASH_OUT,7891,C53958,8679,788,D21393,11107,18998,0,,
12,TRANSFER,5020,C57969,4196,1005,D52108,6411,11431,0,,
4,CASH_OUT,14299,C26928,8772,8227,D45370,12250,26549,1,,
19,CASH_OUT,13456,C43547,6549,5173,D40762,1605,15061,0,,
5,TRANSFER,4312,C87072,18773,14461,D42533,17814,22126,1,,
12,CASH_OUT,11798,C17130,19662,7864,D27879,7204,19002,0,,
13,TRANSFER,3297,C43786,14600,11303,D68106,14116,17413,0,,
17,CASH_OUT,2312,C29614,12063,9751,D19823,8430,10742,1,,
18,CASH_OUT,10146,C57617,4696,659,D36501,14355,24501,0,,
17,CASH_OUT,10360,C11400,16668,6308,D41611,9176,19536,1,,
9,TRANSFER,17441,C12250,13281,3261,D70923,4279,21720,1,,
16,TRANSFER,11498,C42813,3154,1194,D81224,3827,15325,1,,
18,TRANSFER,12936,C93018,3901,1374,D21572,11189,24125,0,,
9,CASH_OUT,6926,C76722,4733,2196,D25370,18310,25236,0,,
17,TRANSFER,5449,C85382,8689,3240,D58002,8573,14022,0,,
17,TRANSFER,13969,C48384,6293,4785,D59317,17328,31297,1,,
8,CASH_OUT,18025,C96965,5542,3582,D25598,15147,33172,1,,
7,TRANSFER,16627,C49052,8160,3430,D62145,8496,25123,0,,
4,TRANSFER,14119,C64942,16207,2088,D98458,6606,20725,0,,
4,TRANSFER,3878,C75664,1827,520,D95231,4603,8481,0,,
11,TRANSFER,13418,C42063,13484,66,D97792,7964,21382,1,,
9,TRANSFER,12411,C95956,4444,4142,D78348,13483,25894,0,,
4,TRANSFER,3695,C94854,16650,12955,D73358,12160,15855,1,,
5,CASH_OUT,15787,C98650,17745,1958,D89047,5549,21336,1,,
8,CASH_OUT,13874,C48190,14288,414,D15599,17317,31191,0,,
5,CASH_OUT,15148,C77368,11028,9258,D37820,9315,24463,0,,
15,TRANSFER,10721,C95078,10578,7455,D39738,15527,26248,0,,
10,CASH_OUT,18125,C46388,18150,25,D56619,18273,36398,0,,
16,CASH_OUT,4862,C60021,17695,12833,D96412,19733,24595,1,,
7,CASH_OUT,14251,C85907,15802,1551,D16476,9469,23720,0,,
15,TRANSFER,4043,C51214,19573,15530,D17665,10893,14936,0,,
19,TRANSFER,18521,C92162,2063,661,D18676,17764,36285,1,,
6,TRANSFER,8362,C33231,14210,5848,D95476,4646,13008,1,,
19,TRANSFER,17850,C21945,16769,7246,D10234,3797,21647,0,,
11,TRANSFER,15500,C85527,12342,5642,D52510,4245,19745,1,,
7,TRANSFER,4342,C10312,2072,1159,D16564,13305,17647,0,,
8,CASH_OUT,12725,C59445,11112,2150,D60492,13967,26692,1,,
18,CASH_OUT,15516,C58403,1888,111,D73459,6575,22091,1,,
8,TRANSFER,19083,C76198,9923,4517,D25432,12727,31810,0,,
14,CASH_OUT,4615,C77206,17642,13027,D89394,13078,17693,0,,
17,TRANSFER,1719,C61689,18823,17104,D87323,19314,21033,1,,
6,CASH_OUT,12186,C13177,11888,1463,D58796,13932,26118,1,,
11,TRANSFER,3819,C10101,17549,13730,D39145,1492,5311,0,,
13,CASH_OUT,1022,C16120,12202,11180,D38976,10867,11889,0,,
18,CASH_OUT,19010,C18748,6912,5084,D65920,12350,31360,0,,
7,TRANSFER,1862,C55016,11703,9841,D23055,8578,10440,0,,
2,TRANSFER,1292,C64159,7800,6508,D46255,9987,11279,0,,
9,TRANSFER,14216,C27481,8963,2098,D54184,8790,23006,1,,
20,CASH_OUT,8612,C19557,15759,7147,D40203,8642,17254,0,,
15,TRANSFER,1309,C68285,1994,685,D74996,17160,18469,0,,
15,TRANSFER,14909,C97334,16397,1488,D40445,5930,20839,0,,
2,TRANSFER,19715,C72177,15695,912,D25757,17488,37203,0,,
3,CASH_OUT,8038,C41704,8578,540,D23188,13653,21691,1,,
1,TRANSFER,8320,C68263,4841,2546,D88554,11088,19408,1,,
9,CASH_OUT,16425,C78454,1767,761,D76950,14560,30985,0,,
20,CASH_OUT,7663,C39500,4648,2910,D28752,4007,11670,1,,
11,TRANSFER,8781,C88793,11225,2444,D65337,17056,25837,1,,
3,CASH_OUT,11717,C60647,15851,4134,D42697,4072,15789,0,,
8,TRANSFER,5963,C21931,13319,7356,D55711,13465,19428,0,,
8,TRANSFER,17968,C10831,11315,5493,D54043,3935,21903,0,,
10,CASH_OUT,12178,C68202,14137,1959,D14003,6924,19102,1,,
18,TRANSFER,11275,C37454,11123,1929,D59044,19685,30960,0,,
20,TRANSFER,11001,C54279,7337,5878,D21084,4219,15220,1,,
7,CASH_OUT,15519,C50415,6382,3537,D92369,19435,34954,0,,
12,TRANSFER,17643,C91941,5577,3395,D32559,17406,35049,0,,
2,TRANSFER,2595,C42493,15930,13335,D94765,2124,4719,0,,
19,CASH_OUT,14374,C59281,9149,4109,D41851,1778,16152,0,,
7,TRANSFER,19857,C13338,16269,8843,D51945,8552,28409,0,,
20,CASH_OUT,3082,C92337,17295,14213,D27418,6525,9607,0,,
20,CASH_OUT,2157,C32411,11839,9682,D32892,5146,7303,0,,
10,TRANSFER,7980,C99414,10739,2759,D41261,11983,19963,0,,
8,TRANSFER,19272,C40444,7567,2550,D11430,11279,30551,1,,
5,TRANSFER,13545,C48710,11764,9365,D24092,8684,22229,0,,
20,CASH_OUT,9295,C75208,9221,7762,D18213,14120,23415,0,,
4,TRANSFER,3209,C32225,18321,15112,D85185,5781,8990,0,,
17,TRANSFER,8302,C20138,9227,925,D49598,13364,21666,1,,
19,CASH_OUT,4821,C56048,13850,9029,D86050,16549,21370,0,,
8,CASH_OUT,7790,C87183,11546,3756,D61292,10471,18261,0,,
11,CASH_OUT,11975,C83858,12604,629,D33458,8987,20962,0,,
18,CASH_OUT,7231,C32286,11518,4287,D57007,13706,20937,0,,
16,TRANSFER,11252,C51693,15214,3962,D17907,12840,24092,1,,
20,TRANSFER,13115,C82741,10352,10160,D77310,9945,23060,0,,
8,TRANSFER,4223,C61657,2462,2077,D21668,2754,6977,0,,
16,CASH_OUT,6660,C57007,16241,9581,D49862,14475,21135,1,,
3,TRANSFER,6517,C24119,4232,2824,D31276,8005,14522,0,,
12,TRANSFER,10665,C50197,6082,3977,D52754,16123,26788,0,,
10,CASH_OUT,18135,C96801,8635,331,D48629,12308,30443,0,,
12,CASH_OUT,10412,C13914,19812,9400,D82017,6721,17133,0,,
13,TRANSFER,19703,C94697,5341,4796,D33642,10743,30446,0,,
3,TRANSFER,13254,C35177,6171,2698,D50441,17931,31185,0,,
16,TRANSFER,18159,C85673,12848,10824,D25785,11101,29260,0,,
5,TRANSFER,18104,C42172,3568,3216,D60473,14490,32594,0,,
20,TRANSFER,17159,C46314,19582,2423,D44556,8576,25735,1,,
6,CASH_OUT,5126,C63952,8436,3310,D31208,6079,11205,0,,
3,CASH_OUT,15255,C24059,12768,1977,D18055,13758,29013,0,,
4,CASH_OUT,1237,C44539,18454,17217,D21535,10858,12095,0,,
14,CASH_OUT,9293,C57764,2574,1442,D25336,5354,14647,0,,
15,TRANSFER,8873,C37363,13853,4980,D68214,14628,23501,0,,
9,CASH_OUT,14112,C24376,6593,2099,D36031,16105,30217,0,,
18,TRANSFER,14947,C48101,3593,1400,D58199,4206,19153,0,,
5,TRANSFER,19398,C59426,10765,3475,D31228,12975,32373,0,,
15,CASH_OUT,14046,C86910,18948,4902,D29231,16553,30599,0,,
15,CASH_OUT,12431,C34551,3582,2079,D87871,13098,25529,0,,
6,CASH_OUT,10382,C99465,2669,2461,D99596,10618,21000,1,,
11,CASH_OUT,18386,C81758,8709,6878,D82266,14930,33316,0,,
18,TRANSFER,13926,C87905,14698,772,D52560,11954,25880,1,,
20,TRANSFER,2356,C62850,9808,7452,D84473,18184,20540,1,,
11,TRANSFER,11948,C27703,12926,978,D89296,15167,27115,0,,
11,CASH_OUT,11064,C45612,19161,8097,D80862,7690,18754,0,,
2,TRANSFER,16607,C41470,10497,8149,D22649,3973,20580,0,,
6,TRANSFER,3909,C42253,4927,1018,D92220,4241,8150,0,,
8,TRANSFER,15430,C34599,14191,3681,D13399,7079,22509,0,,
12,TRANSFER,5795,C95916,4034,2270,D83202,15868,21663,1,,
17,TRANSFER,7718,C97037,1001,666,D24279,5133,12851,0,,
4,CASH_OUT,15957,C20000,13507,865,D71723,16201,32158,0,,
13,TRANSFER,5379,C61416,12926,7547,D31861,3262,8641,0,,
2,CASH_OUT,16192,C95934,3018,936,D23176,3093,19285,0,,
10,CASH_OUT,19019,C76100,10204,446,D26652,12819,31838,0,,
15,CASH_OUT,18235,C17507,3380,2196,D41874,10075,28310,1,,
20,TRANSFER,6681,C49086,16438,9757,D32370,9509,16190,1,,
15,TRANSFER,3807,C91184,6153,2346,D74943,19523,23330,0,,
2,CASH_OUT,4714,C91436,15408,10694,D57520,13945,18659,0,,
19,TRANSFER,9953,C47201,15016,5063,D60471,11313,21266,0,,
12,TRANSFER,15007,C95323,14458,6667,D87790,3025,18032,0,,
19,TRANSFER,17870,C85538,2300,807,D87121,13590,31460,1,,
10,TRANSFER,11736,C84950,4063,3094,D58932,11619,23355,0,,
5,CASH_OUT,11271,C79320,8141,3790,D55595,8802,20073,1,,
20,CASH_OUT,12786,C13763,12094,4028,D16292,1944,14730,1,,
10,TRANSFER,18003,C48599,3422,243,D94195,16883,34886,1,,
1,TRANSFER,18545,C11940,2356,209,D73757,15187,33732,0,,
19,CASH_OUT,19644,C45687,18315,543,D32459,2006,21650,0,,
2,TRANSFER,13042,C75258,3940,2129,D90441,5800,18842,1,,
5,CASH_OUT,6454,C64216,4514,1664,D74257,5593,12047,0,,
9,TRANSFER,4752,C10468,5507,755,D45384,19795,24547,1,,
17,TRANSFER,4536,C23260,4851,315,D20239,1428,5964,1,,
15,CASH_OUT,13742,C23781,12130,9405,D17467,2289,16031,0,,
19,TRANSFER,10897,C67242,17128,6231,D89137,13161,24058,1,,
8,CASH_OUT,6790,C50866,17131,10341,D23584,18045,24835,1,,
15,TRANSFER,9596,C95811,12742,3146,D47066,8138,17734,1,,
13,TRANSFER,11999,C94784,17152,5153,D16129,8619,20618,1,,
2,CASH_OUT,14771,C65332,10424,8355,D78811,13731,28502,1,,
17,CASH_OUT,10582,C72917,9527,5832,D16891,10098,20680,0,,
2,CASH_OUT,7288,C16393,3096,692,D11972,19522,26810,0,,
2,CASH_OUT,14943,C86240,16171,1228,D41588,10747,25690,0,,
9,TRANSFER,19020,C79684,9937,9291,D67901,1982,21002,1,,
15,CASH_OUT,10828,C97774,9955,7605,D77617,15133,25961,0,,
20,CASH_OUT,9508,C11541,18536,9028,D36389,5957,15465,0,,
11,CASH_OUT,9237,C91953,10094,857,D27042,4970,14207,0,,
8,CASH_OUT,15605,C27792,2728,1641,D84842,7094,22699,1,,
9,CASH_OUT,18409,C25773,8439,1382,D15369,4392,22801,1,,
2,TRANSFER,1183,C26028,7549,6366,D99955,15155,16338,0,,
9,CASH_OUT,11401,C64218,8852,3033,D82170,3169,14570,1,,
20,TRANSFER,10765,C82597,9344,3968,D10019,10496,21261,0,,
14,CASH_OUT,15867,C18211,5163,3510,D22310,12733,28600,0,,
1,CASH_OUT,7229,C37274,10465,3236,D10144,3175,10404,0,,
20,TRANSFER,9676,C64348,6654,4249,D90764,4157,13833,0,,
20,TRANSFER,10537,C99710,9007,8637,D46256,17567,28104,0,,
16,CASH_OUT,11753,C43227,11281,2151,D57405,8592,20345,0,,
7,CASH_OUT,1225,C52503,7267,6042,D11054,16543,17768,1,,
20,TRANSFER,6748,C87984,1789,819,D48523,1688,8436,0,,
1,TRANSFER,7333,C90475,10029,2696,D10676,14898,22231,0,,
4,CASH_OUT,11397,C16556,10211,9084,D99446,12356,23753,1,,
10,CASH_OUT,6740,C53818,14081,7341,D37368,2542,9282,0,,
7,CASH_OUT,2809,C45864,10052,7243,D51481,18572,21381,0,,
12,TRANSFER,8561,C96946,18578,10017,D63758,6792,15353,0,,
16,TRANSFER,11894,C21997,5391,4887,D40378,4101,15995,0,,
5,TRANSFER,16138,C46174,16655,517,D94486,5525,21663,0,,
14,CASH_OUT,6181,C60889,12835,6654,D12882,16249,22430,0,,
8,TRANSFER,13456,C89950,14308,852,D78624,10775,24231,0,,
10,CASH_OUT,5047,C82360,8543,3496,D35190,2653,7700,0,,
17,CASH_OUT,11310,C41902,19858,8548,D45520,10250,21560,0,,
11,TRANSFER,9727,C21839,4469,1813,D95081,6721,16448,0,,
19,TRANSFER,13176,C59698,2623,161,D16119,7973,21149,1,,
19,CASH_OUT,10741,C51749,13660,2919,D27632,3224,13965,1,,
11,TRANSFER,8358,C84533,17254,8896,D38821,11767,20125,0,,
13,CASH_OUT,4446,C29775,5726,1280,D21026,10017,14463,0,,
20,CASH_OUT,18030,C11864,8401,2688,D35930,15043,33073,0,,
18,TRANSFER,1414,C74266,10028,8614,D87598,2192,3606,0,,
2,TRANSFER,19524,C79691,18593,9192,D39092,11460,30984,1,,
13,TRANSFER,3886,C69561,3704,3457,D29874,6797,10683,1,,
9,TRANSFER,5246,C85436,14847,9601,D79126,8473,13719,1,,
16,CASH_OUT,9322,C54624,1748,310,D45344,16252,25574,1,,
12,TRANSFER,10020,C94765,9255,2372,D70103,8533,18553,0,,
8,TRANSFER,5762,C74472,8925,3163,D22619,1153,6915,0,,
11,CASH_OUT,10224,C48489,12778,2554,D94994,11592,21816,0,,
19,TRANSFER,3935,C72513,9060,5125,D69448,16074,20009,0,,
2,CASH_OUT,4903,C49823,16758,11855,D85493,1540,6443,0,,
14,CASH_OUT,7377,C29994,12486,5109,D90919,9584,16961,1,,
20,CASH_OUT,3317,C90814,9869,6552,D67436,15034,18351,0,,
4,CASH_OUT,5660,C99202,7306,1646,D29487,3362,9022,0,,
1,CASH_OUT,1337,C82388,3672,2335,D93599,3982,5319,1,,
12,TRANSFER,5565,C62720,18395,12830,D20299,18096,23661,0,,
14,CASH_OUT,14996,C77181,5155,530,D60152,10693,25689,0,,
7,TRANSFER,5821,C32851,5820,3324,D11282,7363,13184,1,,
10,TRANSFER,1554,C22935,14059,12505,D38005,6268,7822,0,,
8,CASH_OUT,3236,C39728,10943,7707,D62529,5483,8719,1,,
7,TRANSFER,13867,C51202,14173,306,D79778,5300,19167,1,,
9,TRANSFER,9408,C54353,1406,271,D48257,19553,28961,0,,
11,CASH_OUT,18010,C53777,2150,1555,D24543,8317,26327,0,,
9,TRANSFER,18697,C97636,8129,5697,D88645,4261,22958,0,,
4,CASH_OUT,4201,C23115,8541,4340,D28287,9749,13950,0,,
15,CASH_OUT,18596,C88351,11991,5554,D26330,12354,30950,0,,
20,CASH_OUT,14765,C67537,3239,1579,D46608,18925,33690,0,,
15,TRANSFER,10356,C71493,17902,7546,D92146,4383,14739,0,,
10,CASH_OUT,6637,C94181,14251,7614,D91233,9694,16331,0,,
15,TRANSFER,19963,C50740,2922,38,D16793,17391,37354,1,,
14,CASH_OUT,10862,C85562,2857,35,D15264,1507,12369,0,,
10,TRANSFER,10701,C21890,16305,5604,D13177,17229,27930,0,,
14,CASH_OUT,6212,C38771,9360,3148,D16723,15452,21664,0,,
19,CASH_OUT,11595,C43754,16401,4806,D89608,10922,22517,0,,
3,TRANSFER,4260,C47379,11056,6796,D49614,10018,14278,0,,
15,CASH_OUT,9056,C76807,8365,447,D92159,2041,11097,1,,
2,TRANSFER,6143,C59644,7625,1482,D34121,15567,21710,0,,
11,TRANSFER,12061,C55278,13563,1502,D10720,6431,18492,0,,
6,CASH_OUT,6645,C78164,12054,5409,D69477,1746,8391,1,,
18,TRANSFER,10832,C84128,13859,3027,D95874,11863,22695,0,,
6,CASH_OUT,14439,C78246,2430,1299,D53210,6400,20839,0,,
5,CASH_OUT,7413,C23531,7764,351,D96755,16910,24323,0,,
5,CASH_OUT,4659,C66926,7883,3224,D86740,6704,11363,1,,
6,CASH_OUT,10178,C42866,11121,943,D77155,2781,12959,0,,
5,CASH_OUT,18546,C93316,1030,366,D69304,19471,38017,1,,
14,CASH_OUT,6285,C21248,18590,12305,D80543,2260,8545,1,,
12,TRANSFER,7958,C38945,3508,3151,D50340,10405,18363,0,,
4,TRANSFER,13340,C71546,3986,1179,D27096,10994,24334,0,,
11,CASH_OUT,7274,C15678,13900,6626,D48009,8465,15739,0,,
19,CASH_OUT,6869,C65499,14031,7162,D44148,2148,9017,1,,
20,CASH_OUT,18818,C69992,2882,2864,D52034,9217,28035,0,,
18,TRANSFER,4650,C46282,4822,172,D86192,2600,7250,0,,
17,CASH_OUT,9236,C95115,17650,8414,D92298,10733,19969,0,,
9,TRANSFER,4235,C58406,15848,11613,D32307,8868,13103,0,,
16,CASH_OUT,16695,C46241,17439,744,D77284,11135,27830,1,,
8,CASH_OUT,4110,C33943,3208,612,D51451,15263,19373,0,,
10,TRANSFER,17501,C50799,11813,6182,D49098,5238,22739,0,,
6,CASH_OUT,11663,C64985,1548,1165,D36723,2685,14348,0,,
20,CASH_OUT,6389,C32711,6203,1123,D92164,13896,20285,0,,
10,CASH_OUT,3723,C28190,13958,10235,D31083,10648,14371,0,,
4,CASH_OUT,7883,C83191,16431,8548,D28622,6752,14635,0,,
2,TRANSFER,17801,C41328,4883,3568,D70040,1893,19694,1,,
8,TRANSFER,4903,C42817,15549,10646,D13595,3788,8691,1,,
19,CASH_OUT,3359,C90932,17049,13690,D88627,9256,12615,0,,
9,TRANSFER,6355,C11790,5026,3030,D33611,12377,18732,0,,
1,CASH_OUT,18372,C50699,2122,1801,D84554,18739,37111,0,,
9,CASH_OUT,7444,C70300,1891,1386,D87026,17500,24944,1,,
1,CASH_OUT,5921,C60623,17419,11498,D78700,1410,7331,1,,
14,CASH_OUT,17349,C25698,1609,912,D71252,3994,21343,0,,
10,CASH_OUT,10691,C87824,13457,2766,D72838,11501,22192,0,,
5,CASH_OUT,11385,C76344,5120,4063,D17137,13648,25033,0,,
9,CASH_OUT,19232,C47533,4935,3035,D25248,14466,33698,0,,
13,TRANSFER,13831,C25767,2056,68,D17688,8924,22755,1,,
14,CASH_OUT,9616,C60169,5639,628,D43671,8386,18002,0,,
19,TRANSFER,15665,C36669,16117,452,D54897,15604,31269,0,,
4,TRANSFER,10976,C47204,6667,4374,D60318,14843,25819,0,,
18,TRANSFER,19338,C34164,16143,329,D25922,4753,24091,0,,
10,CASH_OUT,18289,C76496,10686,9063,D46617,19890,38179,0,,
12,TRANSFER,13124,C34508,19230,6106,D15117,3634,16758,0,,
15,TRANSFER,1588,C13334,1130,1010,D95699,12561,14149,0,,
18,CASH_OUT,12639,C44043,13281,642,D30419,10063,22702,1,,
16,TRANSFER,10637,C93934,12616,1979,D98776,1725,12362,0,,
11,TRANSFER,5795,C37263,12609,6814,D36809,12472,18267,1,,
4,TRANSFER,6940,C64972,17683,10743,D72659,11238,18178,0,,
3,TRANSFER,12389,C28782,11092,8723,D74639,18302,30691,0,,
4,TRANSFER,12923,C19791,1956,1811,D62342,1372,14295,0,,
2,CASH_OUT,18059,C89318,10663,1935,D87364,14013,32072,0,,
7,TRANSFER,18381,C65327,10804,9364,D46355,5736,24117,1,,
13,CASH_OUT,4971,C32026,19675,14704,D37288,6505,11476,0,,
3,CASH_OUT,19159,C99635,6768,1963,D53036,6030,25189,1,,
9,CASH_OUT,13039,C30278,17229,4190,D10906,9902,22941,1,,
13,TRANSFER,1236,C44511,10233,8997,D20930,18829,20065,0,,
2,CASH_OUT,6720,C87038,1373,480,D52104,8341,15061,1,,
19,TRANSFER,2309,C63729,18543,16234,D65622,13009,15318,0,,
10,CASH_OUT,4692,C99520,18491,13799,D35584,5906,10598,0,,
4,CASH_OUT,17295,C60130,11064,6934,D63478,8553,25848,0,,
1,CASH_OUT,16705,C89905,4968,1658,D24705,18967,35672,0,,
2,TRANSFER,6337,C91457,13633,7296,D74786,4043,10380,0,,
2,TRANSFER,3196,C78960,4263,1067,D29936,17917,21113,0,,
20,TRANSFER,18154,C22022,11081,5095,D32820,5402,23556,1,,
13,TRANSFER,8244,C72934,3710,479,D71826,11961,20205,1,,
11,TRANSFER,15360,C99818,19717,4357,D47794,13074,28434,0,,
6,TRANSFER,10489,C78307,10039,4002,D25863,7878,18367,1,,
6,TRANSFER,13854,C71511,8055,1972,D23632,3915,17769,0,,
6,CASH_OUT,7959,C46512,7800,6745,D70483,11968,19927,1,,
14,CASH_OUT,19026,C75158,9134,3300,D24038,18236,37262,1,,
3,CASH_OUT,2744,C98447,2873,129,D82218,5606,8350,1,,
4,TRANSFER,9388,C88353,4823,1478,D32697,9616,19004,0,,
18,TRANSFER,12013,C59218,18907,6894,D55421,10268,22281,1,,
19,TRANSFER,14075,C98708,17960,3885,D28774,9796,23871,0,,
15,CASH_OUT,2730,C90260,15829,13099,D93475,13074,15804,0,,
